"Equipe","Nom","Poste","Date de naissance","Taille","Poids"
"Racing92","Hassane KOLINGAR","Pilier",06/03/98,186,116
"Racing92","Vasil KAKOVIN","Pilier",01/12/89,183,110
"Racing92","Camille CHAT","Talonneur",18/12/95,178,101
"Racing92","Issam HAMEL","Talonneur",18/06/97,180,110
"Racing92","Kévin LE GUEN","Talonneur",17/11/90,183,105
"Racing92","Teddy BAUBIGNY","Talonneur",02/09/98,187,111
"Racing92","Dominic BIRD","2ème ligne",09/04/91,206,115
"Racing92","Donnacha RYAN","2ème ligne",11/12/83,201,114
"Racing92","Leone NAKARAWA","2ème ligne",04/02/88,200,125
"Racing92","Antonie CLAASSEN","3ème ligne",20/10/84,191,106
"Racing92","Baptiste CHOUZENOUX","3ème ligne",07/08/93,202,107
"Racing92","Bernard LE ROUX","3ème ligne",04/06/89,196,113
"Racing92","Boris PALU","3ème ligne",04/02/96,193,109
"Racing92","Fabien SANCONNIE","3ème ligne",21/02/95,195,110
"Racing92","Ibrahim DIALLO","3ème ligne",23/01/98,193,109
"Racing92","Jordan JOSEPH","3ème ligne",31/07/00,189,115
"Racing92","Wenceslas LAURET","3ème ligne",28/03/89,188,103
"Racing92","Yoan TANGA-MANGENE","3ème ligne",29/11/96,185,108
"Racing92","Antoine GIBERT","Mêlée",31/12/97,177,76
"Racing92","Maxime MACHENAUD","Mêlée",30/12/88,174,87
"Racing92","Sam HIDALGO-CLYNE","Mêlée",04/08/93,175,76
"Racing92","Teddy IRIBAREN","Mêlée",25/09/90,170,70
"Racing92","Ben VOLAVOLA","Ouverture",13/01/91,191,93
"Racing92","Finn RUSSELL","Ouverture",23/09/92,183,87
"Racing92","François TRINH-DUC","Ouverture",11/11/86,186,90
"Racing92","Joaquin DIAZ BONILLA","Ouverture",12/04/89,177,80
"Racing92","Henry CHAVANCY","Centre",22/05/88,181,92
"Racing92","Léonard PARIS","Centre",20/03/96,180,92
"Racing92","Olivier KLEMENCZAK","Centre",01/06/96,181,81
"Racing92","Virimi VAKATAWA","Centre",01/05/92,185,98
"Racing92","Dorian LABORDE","Ailier",30/12/96,178,107
"Racing92","Juan IMHOFF","Ailier",11/05/88,185,90
"Racing92","Simon ZEBO","Ailier",16/03/90,187,94
"Racing92","Teddy THOMAS","Ailier",18/09/93,185,90
"Racing92","Brice DULIN","Arrière",13/04/90,176,82
"Racing92","Louis DUPICHOT","Arrière",23/09/95,183,86
"Toulon","Beka GIGASHVILI","Pilier",17/02/92,177,114
"Toulon","Bruce DEVAUX","Pilier",14/11/96,183,108
"Toulon","Florian FRESIA","Pilier",17/01/92,185,110
"Toulon","Jean-Baptiste GROS","Pilier",29/05/99,187,110
"Toulon","Marcel VAN DER MERWE","Pilier",24/10/90,188,120
"Toulon","Sébastien TAOFIFENUA","Pilier",21/03/92,178,130
"Toulon","Wilco LOUW","Pilier",20/07/94,185,133
"Toulon","Anthony ÉTRILLARD","Talonneur",21/03/93,183,110
"Toulon","Bastien SOURY","Talonneur",18/03/95,180,105
"Toulon","Christopher TOLOFUA","Talonneur",31/12/93,182,117
"Toulon","Brian ALAINU'UESE","2ème ligne",19/03/94,202,135
"Toulon","Corentin VERNET","2ème ligne",27/09/96,200,127
"Toulon","Eben ETZEBETH","2ème ligne",29/10/91,203,117
"Toulon","Mamuka GORGODZE","2ème ligne",14/07/84,196,120
"Toulon","Romain TAOFIFENUA","2ème ligne",14/09/90,200,127
"Toulon","Swan REBBADJ","2ème ligne",15/01/95,202,116
"Toulon","Charles OLLIVON","3ème ligne",11/05/93,199,114
"Toulon","Facundo ISA","3ème ligne",21/09/93,188,111
"Toulon","Liam MESSAM","3ème ligne",25/03/84,190,109
"Toulon","Raphaël LAKAFIA","3ème ligne",28/10/88,191,115
"Toulon","Sergio PARISSE","3ème ligne",12/09/83,196,122
"Toulon","Stéphane ONAMBÉLÉ","3ème ligne",12/02/93,188,94
"Toulon","Thomas HOARAU","3ème ligne",01/06/95,190,112
"Toulon","Anthony MÉRIC","Mêlée",15/02/95,177,77
"Toulon","Baptiste SERIN","Mêlée",20/06/94,180,79
"Toulon","Louis SCHREUDER","Mêlée",25/04/90,184,82
"Toulon","Rhys WEBB","Mêlée",09/12/88,183,93
"Toulon","Anthony BELLEAU","Ouverture",08/04/96,177,85
"Toulon","Louis CARBONEL","Ouverture",04/02/99,180,85
"Toulon","Mathieu SMAÏLI","Ouverture",30/08/99,180,84
"Toulon","Ben TE'O","Centre",27/01/87,188,105
"Toulon","Duncan PAIA'AUA","Centre",20/01/95,180,91
"Toulon","Julian SAVEA","Centre",07/08/90,192,108
"Toulon","Julien HÉRITEAU","Centre",12/09/94,181,90
"Toulon","Théo DACHARY","Centre",26/03/97,184,92
"Toulon","Bryce HEEM ","Ailier",18/01/89,193,105
"Toulon","Daniel IKPEFAN","Ailier",18/10/93,185,92
"Toulon","Gabin VILLIÈRE","Ailier",13/12/95,180,87
"Toulon","Masivesi DAKUWAQA","Ailier",14/02/94,190,105
"Toulon","Gervais CORDIN","Arrière",10/12/98,172,73
"Toulon","Hugo BONNEVAL","Arrière",19/11/90,185,90
"Toulon","Nehe MILNER-SKUDDER","Arrière",15/12/90,182,90
"Toulouse","Charlie FAUMUINA","Pilier",24/12/86,184,128
"Toulouse","Clément CASTETS","Pilier",05/05/96,183,110
"Toulouse","Cyril BAILLE","Pilier",15/09/93,182,116
"Toulouse","Dorian ALDEGHERI","Pilier",04/08/93,180,119
"Toulouse","Maks VAN DYK","Pilier",21/01/92,186,118
"Toulouse","Paulo TAFILI","Pilier",15/02/96,183,132
"Toulouse","Rémy HUGUES","Pilier",01/01/86,183,114
"Toulouse","Rodrigue NETI","Pilier",26/04/95,185,124
"Toulouse","Guillaume CRAMONT","Talonneur",29/12/00,182,97
"Toulouse","Guillaume MARCHAND","Talonneur",05/06/98,183,100
"Toulouse","Jaco VISAGIE","Talonneur",08/07/92,188,105
"Toulouse","Julien MARCHAND","Talonneur",10/05/95,181,95
"Toulouse","Takeshi HINO","Talonneur",20/01/90,172,100
"Toulouse","Bastien CHALUREAU","2ème ligne",13/02/92,202,121
"Toulouse","Florian VERHAEGHE","2ème ligne",27/04/97,202,108
"Toulouse","Iosefa TEKORI","2ème ligne",17/12/83,198,127
"Toulouse","Richie ARNOLD","2ème ligne",01/07/90,208,127
"Toulouse","Richie GRAY","2ème ligne",24/08/89,206,125
"Toulouse","Rory ARNOLD","2ème ligne",01/07/90,208,120
"Toulouse","Alban PLACINES","3ème ligne",23/04/93,189,110
"Toulouse","Antoine MIQUEL","3ème ligne",20/06/94,192,109
"Toulouse","Carl AXTENS","3ème ligne",26/08/91,193,117
"Toulouse","François CROS","3ème ligne",25/03/94,190,95
"Toulouse","Gillian GALAN","3ème ligne",07/08/91,193,120
"Toulouse","Jerome KAINO","3ème ligne",06/04/83,196,113
"Toulouse","Louis-Benoît MADAULE","3ème ligne",24/09/88,190,104
"Toulouse","Rynhardt ELSTADT","3ème ligne",20/12/89,198,120
"Toulouse","Selevasio TOLOFUA","3ème ligne",31/05/97,186,115
"Toulouse","Antoine DUPONT","Mêlée",15/11/96,174,82
"Toulouse","Pierre PAGÈS","Mêlée",16/05/90,180,78
"Toulouse","Sébastien BÉZY","Mêlée",22/11/91,174,74
"Toulouse","Romain NTAMACK","Ouverture",01/05/99,186,84
"Toulouse","Tristan TEDDER","Ouverture",17/04/96,180,80
"Toulouse","Zack HOLMES","Ouverture",30/05/90,175,90
"Toulouse","Maxime MERMOZ","Centre",28/07/86,181,93
"Toulouse","Pierre FOUYSSAC","Centre",17/03/95,190,100
"Toulouse","Pita AHKI","Centre",24/09/92,189,97
"Toulouse","Théo BELAN","Centre",15/11/92,187,94
"Toulouse","Arthur BONNEVAL","Ailier",31/05/95,181,82
"Toulouse","Cheslin KOLBE","Ailier",28/10/93,171,80
"Toulouse","Lucas TAUZIN","Ailier",21/05/98,187,98
"Toulouse","Sofiane GUITOUNE","Ailier",27/03/89,186,96
"Toulouse","Werner KOK","Ailier",27/01/93,177,78
"Toulouse","Yoann HUGET","Ailier",02/06/87,190,97
"Toulouse","Matthis LEBEL","Arrière",25/03/99,185,91
"Toulouse","Maxime MÉDARD","Arrière",16/11/86,180,85
"Toulouse","Thomas RAMOS","Arrière",23/07/95,178,86
